,Z,N,A,half_life,half_life_unit,half_life_type,br_alpha,br_alpha_type,half_life_alpha,half_life_alpha_unit,Q_alpha,Q_alpha_unit
53Ti,22,31,53,32.7,s,symmetric,,,,,-8006.3463,keV
52Ti,22,30,52,1.7,m,symmetric,,,,,-7677.7458,keV
65Ti,22,43,65,,,,,,,,-16225.0,keV
64Ti,22,42,64,,,,,,,,-14905.0,keV
63Ti,22,41,63,,,,,,,,-14095.0,keV
62Ti,22,40,62,,,,,,,,-13094.0,keV
41Ti,22,19,41,81.9,ms,symmetric,,,,,-4986.3846,keV
40Ti,22,18,40,52.4,ms,symmetric,,,,,-4967.1884,keV
39Ti,22,17,39,28.5,ms,symmetric,,,,,-5115.0,keV
38Ti,22,16,38,,,,,,,,-5945.0,keV
37Ti,22,15,37,,,,,,,,-8285.0,keV
51Ti,22,29,51,5.756,m,symmetric,,,,,-9813.2154,keV
50Ti,22,28,50,STABLE,,,,,,,-10717.1735,keV
49Ti,22,27,49,STABLE,,,,,,,-10176.6978,keV
48Ti,22,26,48,STABLE,,,,,,,-9449.1378,keV
47Ti,22,25,47,STABLE,,,,,,,-8953.6551,keV
46Ti,22,24,46,STABLE,,,,,,,-8005.8918,keV
45Ti,22,23,45,184.8,m,symmetric,,,,,-6297.2739,keV
44Ti,22,22,44,59.1,y,symmetric,,,,,-5127.1001,keV
43Ti,22,21,43,509,ms,symmetric,,,,,-4457.8001,keV
42Ti,22,20,42,208.34,ms,symmetric,,,,,-5470.7658,keV
64V,23,41,64,15,ms,symmetric,,,,,-14194.0,keV
65V,23,42,65,,,,,,,,-15035.0,keV
66V,23,43,66,,,,,,,,-16035.0,keV
67V,23,44,67,,,,,,,,-17238.0,keV
63V,23,40,63,19.6,ms,symmetric,,,,,-13335.5063,keV
50V,23,27,50,268259042539225300,y,asymmetric,,,,,-9886.5127,keV
51V,23,28,51,STABLE,,,,,,,-10291.1787,keV
52V,23,29,52,3.743,m,symmetric,,,,,-9363.8644,keV
43V,23,20,43,79.3,ms,symmetric,,,,,-6168.5473,keV
44V,23,21,44,111,ms,symmetric,,,,,-5709.6423,keV
45V,23,22,45,546,ms,symmetric,,,,,-5668.9974,keV
46V,23,23,46,422.62,ms,symmetric,,,,,-7379.8098,keV
47V,23,24,47,32.6,m,symmetric,,,,,-8243.8356,keV
48V,23,25,48,15.974,d,symmetric,,,,,-9086.8859,keV
49V,23,26,49,330,d,symmetric,,,,,-9314.7513,keV
61V,23,38,61,48.2,ms,symmetric,,,,,-11222.3845,keV
62V,23,39,62,33.6,ms,symmetric,,,,,-12158.5104,keV
53V,23,30,53,1.537,m,symmetric,,,,,-7714.1438,keV
54V,23,31,54,49.8,s,symmetric,,,,,-7786.0627,keV
55V,23,32,55,6.54,s,symmetric,,,,,-8299.699,keV
56V,23,33,56,218,ms,symmetric,,,,,-8084.756,keV
57V,23,34,57,347,ms,symmetric,,,,,-8090.4245,keV
58V,23,35,58,192,ms,symmetric,,,,,-8417.566,keV
59V,23,36,59,96,ms,symmetric,,,,,-9193.4251,keV
60V,23,37,60,122,ms,symmetric,,,,,-9996.469,keV
39V,23,16,39,,,,,,,,-6955.0,keV
40V,23,17,40,,,,,,,,-6105.0,keV
41V,23,18,41,,,,,,,,-5895.0,keV
42V,23,19,42,,,,,,,,-5795.0,keV
63Cr,24,39,63,129,ms,symmetric,,,,,-12724.0,keV
55Cr,24,31,55,3.498,m,symmetric,,,,,-7802.2745,keV
56Cr,24,32,56,5.94,m,symmetric,,,,,-8232.3457,keV
57Cr,24,33,57,21.1,s,symmetric,,,,,-8068.4674,keV
58Cr,24,34,58,7,s,symmetric,,,,,-8672.9111,keV
59Cr,24,35,59,1.05,s,symmetric,,,,,-8708.378,keV
60Cr,24,36,60,490,ms,symmetric,,,,,-9910.4207,keV
61Cr,24,37,61,243,ms,symmetric,,,,,-10519.5695,keV
62Cr,24,38,62,206,ms,symmetric,,,,,-12359.8588,keV
54Cr,24,30,54,STABLE,,,,,,,-7928.4276,keV
66Cr,24,42,66,24,ms,symmetric,,,,,-15365.0,keV
67Cr,24,43,67,,,,,,,,-15835.0,keV
68Cr,24,44,68,,,,,,,,-16635.0,keV
69Cr,24,45,69,,,,,,,,-17265.0,keV
70Cr,24,46,70,,,,,,,,,
64Cr,24,40,64,43,ms,symmetric,,,,,-13965.1963,keV
65Cr,24,41,65,28,ms,symmetric,,,,,-14365.0,keV
41Cr,24,17,41,,,,,,,,-7185.0,keV
42Cr,24,18,42,13.3,ms,symmetric,,,,,-6735.0,keV
43Cr,24,19,43,21.1,ms,symmetric,,,,,-6895.0,keV
52Cr,24,28,52,STABLE,,,,,,,-9351.4721,keV
53Cr,24,29,53,STABLE,,,,,,,-9148.5212,keV
44Cr,24,20,44,42.8,ms,symmetric,,,,,-6853.3757,keV
45Cr,24,21,45,60.9,ms,symmetric,,,,,-6242.1787,keV
46Cr,24,22,46,244.3,ms,symmetric,,,,,-6792.1331,keV
47Cr,24,23,47,460.6,ms,symmetric,,,,,-7672.4178,keV
48Cr,24,24,48,21.56,h,symmetric,,,,,-7697.6429,keV
49Cr,24,25,49,42.3,m,symmetric,,,,,-8747.0017,keV
50Cr,24,26,50,STABLE,,,,,,,-8558.0106,keV
51Cr,24,27,51,27.7004,d,symmetric,,,,,-8938.0185,keV
69Mn,25,44,69,22.1,ms,symmetric,,,,,-15674.0,keV
68Mn,25,43,68,33.9,ms,symmetric,,,,,-15025.0,keV
71Mn,25,46,71,,,,,,,,-17301.0,keV
70Mn,25,45,70,19.9,ms,symmetric,,,,,-16575.0,keV
73Mn,25,48,73,,,,,,,,,
72Mn,25,47,72,,,,,,,,,
65Mn,25,40,65,91.7,ms,symmetric,,,,,-13215.1387,keV
67Mn,25,42,67,47,ms,symmetric,,,,,-14265.0,keV
66Mn,25,41,66,63.9,ms,symmetric,,,,,-13962.1446,keV
54Mn,25,29,54,312.1,d,symmetric,,,,,-8759.9225,keV
47Mn,25,22,47,88,ms,symmetric,,,,,-7074.9344,keV
46Mn,25,21,46,36.2,ms,symmetric,,,,,-7223.0,keV
49Mn,25,24,49,382.1,ms,symmetric,,,,,-8158.3999,keV
48Mn,25,23,48,157.7,ms,symmetric,,,,,-7913.4808,keV
51Mn,25,26,51,45.84,m,symmetric,,,,,-8661.0715,keV
50Mn,25,25,50,283.19,ms,symmetric,,,,,-7975.9054,keV
53Mn,25,28,53,3620000,y,symmetric,,,,,-9153.1088,keV
52Mn,25,27,52,5.591,d,symmetric,,,,,-8658.2974,keV
45Mn,25,20,45,,,,,,,,-7715.0,keV
58Mn,25,33,58,3,s,symmetric,,,,,-8354.2169,keV
57Mn,25,32,57,85.4,s,symmetric,,,,,-8059.5201,keV
60Mn,25,35,60,0.28,s,symmetric,,,,,-9209.4612,keV
59Mn,25,34,59,4.59,s,symmetric,,,,,-8825.1083,keV
62Mn,25,37,62,92,ms,symmetric,,,,,-10518.2968,keV
61Mn,25,36,61,0.709,s,symmetric,,,,,-9731.9824,keV
64Mn,25,39,64,90,ms,symmetric,,,,,-12326.5545,keV
63Mn,25,38,63,277,ms,symmetric,,,,,-11701.3594,keV
56Mn,25,31,56,2.5788,h,symmetric,,,,,-7893.5501,keV
55Mn,25,30,55,STABLE,,,,,,,-7934.3526,keV
44Mn,25,19,44,105,ns,limit,,,,,-7434.0,keV
43Mn,25,18,43,,,,,,,,-7625.0,keV
60Fe,26,34,60,2609479,y,symmetric,,,,,-8552.9625,keV
59Fe,26,33,59,44.495,d,symmetric,,,,,-7979.5497,keV
62Fe,26,36,62,68,s,symmetric,,,,,-9311.1648,keV
61Fe,26,35,61,6.03,m,symmetric,,,,,-8820.4339,keV
64Fe,26,38,64,2,s,symmetric,,,,,-10485.9676,keV
63Fe,26,37,63,6.1,s,symmetric,,,,,-9944.6142,keV
65Fe,26,39,65,0.803,s,symmetric,,,,,-11146.3156,keV
56Fe,26,30,56,STABLE,,,,,,,-7612.5711,keV
58Fe,26,32,58,STABLE,,,,,,,-7644.8077,keV
57Fe,26,31,57,STABLE,,,,,,,-7319.315,keV
71Fe,26,45,71,34,ms,symmetric,,,,,-15085.0,keV
70Fe,26,44,70,61.5,ms,symmetric,,,,,-14175.0,keV
73Fe,26,47,73,12.9,ms,symmetric,,,,,-16785.0,keV
72Fe,26,46,72,19,ms,symmetric,,,,,-15985.0,keV
75Fe,26,49,75,,,,,,,,,
74Fe,26,48,74,8.2,ms,asymmetric,,,,,-17444.0,keV
67Fe,26,41,67,398,ms,symmetric,,,,,-11955.032,keV
66Fe,26,40,66,472,ms,symmetric,,,,,-11640.1511,keV
69Fe,26,43,69,162,ms,symmetric,,,,,-13314.0,keV
68Fe,26,42,68,186,ms,symmetric,,,,,-12682.0,keV
45Fe,26,19,45,2.6,ms,symmetric,,,,,-8427.0,keV
49Fe,26,23,49,64.7,ms,symmetric,,,,,-7660.8442,keV
48Fe,26,22,48,45.5,ms,symmetric,,,,,-7011.5928,keV
51Fe,26,25,51,305,ms,symmetric,,,,,-8051.0084,keV
50Fe,26,24,50,152,ms,symmetric,,,,,-7429.8051,keV
53Fe,26,27,53,8.51,m,symmetric,,,,,-8040.0472,keV
52Fe,26,26,52,8.273,h,symmetric,,,,,-7935.6981,keV
55Fe,26,29,55,2.756,y,asymmetric,,,,,-8455.623,keV
54Fe,26,28,54,STABLE,,,,,,,-8418.1672,keV
47Fe,26,21,47,21.9,ms,symmetric,,,,,-7584.0,keV
46Fe,26,20,46,13.9,ms,symmetric,,,,,-8275.0,keV
76Fe,26,50,76,,,,,,,,,
74Co,27,47,74,31.3,ms,symmetric,,,,,-15515.0,keV
75Co,27,48,75,26.5,ms,symmetric,,,,,-16366.0,keV
72Co,27,45,72,51.9,ms,symmetric,,,,,-13805.0,keV
73Co,27,46,73,42,ms,symmetric,,,,,-15035.0,keV
76Co,27,49,76,16,ms,symmetric,,,,,-16915.0,keV
67Co,27,40,67,329,ms,symmetric,,,,,-10859.6387,keV
70Co,27,43,70,114,ms,symmetric,,,,,-12199.487,keV
71Co,27,44,71,80,ms,symmetric,,,,,-13214.0,keV
68Co,27,41,68,222,ms,symmetric,,,,,-11078.4662,keV
69Co,27,42,69,210,ms,symmetric,,,,,-11843.0192,keV
77Co,27,50,77,13,ms,asymmetric,,,,,-17634.0,keV
78Co,27,51,78,,,,,,,,,
52Co,27,25,52,111,ms,symmetric,,,,,-7472.2505,keV
53Co,27,26,53,244,ms,symmetric,,,,,-7464.3663,keV
50Co,27,23,50,38.8,ms,symmetric,,,,,-7596.5711,keV
51Co,27,24,51,68.8,ms,symmetric,,,,,-7200.6861,keV
56Co,27,29,56,77.236,d,symmetric,,,,,-7754.0471,keV
54Co,27,27,54,193.27,ms,symmetric,,,,,-7808.097,keV
55Co,27,28,55,17.53,h,symmetric,,,,,-8211.6868,keV
48Co,27,21,48,,,,,,,,-8155.0,keV
49Co,27,22,49,,,,,,,,-7225.0,keV
47Co,27,20,47,,,,,,,,-9175.0,keV
63Co,27,36,63,26.9,s,symmetric,,,,,-8751.1403,keV
64Co,27,37,64,300,ms,symmetric,,,,,-9249.4117,keV
61Co,27,34,61,1.65,h,symmetric,,,,,-7836.8152,keV
62Co,27,35,62,1.51,m,symmetric,,,,,-8021.7469,keV
65Co,27,38,65,1.16,s,symmetric,,,,,-9867.9915,keV
66Co,27,39,66,200,ms,symmetric,,,,,-10309.4923,keV
59Co,27,32,59,STABLE,,,,,,,-6942.2118,keV
60Co,27,33,60,5.271,y,asymmetric,,,,,-7163.6874,keV
57Co,27,30,57,271.8,d,symmetric,,,,,-7080.224,keV
58Co,27,31,58,70.883,d,symmetric,,,,,-6713.9617,keV
79Ni,28,51,79,43,ms,asymmetric,,,,,-15885.0,keV
80Ni,28,52,80,24,ms,asymmetric,,,,,-15075.0,keV
78Ni,28,50,78,122.2,ms,symmetric,,,,,-16645.0,keV
81Ni,28,53,81,,,,,,,,,
82Ni,28,54,82,,,,,,,,,
65Ni,28,37,65,2.5175,h,symmetric,,,,,-8630.2096,keV
66Ni,28,38,66,54.6,h,symmetric,,,,,-9553.1526,keV
63Ni,28,35,63,100.8,y,symmetric,,,,,-7272.8498,keV
64Ni,28,36,64,STABLE,,,,,,,-8110.7755,keV
67Ni,28,39,67,21,s,symmetric,,,,,-10531.9749,keV
58Ni,28,30,58,STABLE,,,,,,,-6399.1718,keV
61Ni,28,33,61,STABLE,,,,,,,-6464.9281,keV
62Ni,28,34,62,STABLE,,,,,,,-7016.0846,keV
59Ni,28,31,59,80953,y,symmetric,,,,,-6100.3272,keV
60Ni,28,32,60,STABLE,,,,,,,-6290.9959,keV
76Ni,28,48,76,234.7,ms,symmetric,,,,,-15365.0,keV
77Ni,28,49,77,158.5,ms,symmetric,,,,,-15785.0,keV
74Ni,28,46,74,507.7,ms,symmetric,,,,,-14235.0,keV
75Ni,28,47,75,332.2,ms,symmetric,,,,,-14736.0,keV
68Ni,28,40,68,29,s,symmetric,,,,,-10919.1863,keV
69Ni,28,41,69,11.4,s,symmetric,,,,,-11185.67,keV
72Ni,28,44,72,1.57,s,symmetric,,,,,-12754.0,keV
73Ni,28,45,73,838,ms,symmetric,,,,,-13334.0,keV
70Ni,28,42,70,6,s,symmetric,,,,,-11570.9376,keV
71Ni,28,43,71,2.55,s,symmetric,,,,,-12122.7358,keV
54Ni,28,26,54,114.1,ms,symmetric,,,,,-7226.768,keV
55Ni,28,27,55,203.9,ms,symmetric,,,,,-7571.6918,keV
52Ni,28,24,52,41.4,ms,symmetric,,,,,-6976.1961,keV
53Ni,28,25,53,55.2,ms,symmetric,,,,,-7305.0135,keV
56Ni,28,28,56,6.081,d,symmetric,,,,,-8000.4694,keV
57Ni,28,29,57,35.6,h,symmetric,,,,,-7561.3934,keV
50Ni,28,22,50,17.6,ms,symmetric,,,,,-7094.0,keV
51Ni,28,23,51,23.8,ms,symmetric,,,,,-6945.0,keV
48Ni,28,20,48,2.1,ms,asymmetric,,,,,,
49Ni,28,21,49,7.5,ms,symmetric,,,,,-8303.0,keV
57Cu,29,28,57,196.4,ms,symmetric,,,,,-7074.5541,keV
56Cu,29,27,56,80.8,ms,symmetric,,,,,-6710.6698,keV
55Cu,29,26,55,55.9,ms,symmetric,,,,,-6718.1722,keV
54Cu,29,25,54,75,ns,limit,,,,,-6075.0,keV
58Cu,29,29,58,3.205,s,symmetric,,,,,-6082.6991,keV
53Cu,29,24,53,130,ns,limit,,,,,-5785.0,keV
52Cu,29,23,52,,,,,,,,-6034.0,keV
68Cu,29,39,68,30.8,s,symmetric,,,,,-8199.5171,keV
67Cu,29,38,67,61.81,h,symmetric,,,,,-7892.9165,keV
66Cu,29,37,66,5.09,m,symmetric,,,,,-7258.8057,keV
65Cu,29,36,65,STABLE,,,,,,,-6790.4145,keV
60Cu,29,31,60,23.74,m,symmetric,,,,,-4729.6603,keV
59Cu,29,30,59,82,s,symmetric,,,,,-4753.374,keV
64Cu,29,35,64,12.7007,h,symmetric,,,,,-6198.8966,keV
63Cu,29,34,63,STABLE,,,,,,,-5774.9461,keV
62Cu,29,33,62,9.672,m,symmetric,,,,,-5365.1666,keV
61Cu,29,32,61,3.339,h,symmetric,,,,,-5063.3206,keV
78Cu,29,49,78,331.3,ms,symmetric,,,,,-13674.0,keV
77Cu,29,48,77,469.8,ms,symmetric,,,,,-13318.0,keV
76Cu,29,47,76,637,ms,symmetric,,,,,-13106.0,keV
71Cu,29,42,71,19.4,s,symmetric,,,,,-9814.2669,keV
70Cu,29,41,70,44.5,s,symmetric,,,,,-8992.7554,keV
69Cu,29,40,69,2.9,m,symmetric,,,,,-8975.9315,keV
75Cu,29,46,75,1.224,s,symmetric,,,,,-12525.2049,keV
74Cu,29,45,74,1.606,s,symmetric,,,,,-11906.1651,keV
73Cu,29,44,73,4.2,s,symmetric,,,,,-11026.9132,keV
72Cu,29,43,72,6.63,s,symmetric,,,,,-10565.3316,keV
82Cu,29,53,82,33,ms,asymmetric,,,,,-12834.0,keV
81Cu,29,52,81,73.2,ms,symmetric,,,,,-12425.0,keV
80Cu,29,51,80,113.3,ms,symmetric,,,,,-13444.0,keV
79Cu,29,50,79,241,ms,symmetric,,,,,-14272.0,keV
84Cu,29,55,84,,,,,,,,,
83Cu,29,54,83,,,,,,,,,
58Zn,30,28,58,86,ms,symmetric,,,,,-5445.4753,keV
57Zn,30,27,57,45.6,ms,symmetric,,,,,-5344.0,keV
59Zn,30,29,59,182.1,ms,symmetric,,,,,-4304.633,keV
54Zn,30,24,54,1.59,ms,asymmetric,,,,,-4667.0,keV
56Zn,30,26,56,32,ms,symmetric,,,,,-5255.0,keV
55Zn,30,25,55,19.8,ms,symmetric,,,,,-5044.0,keV
83Zn,30,53,83,119,ms,symmetric,,,,,-10555.0,keV
82Zn,30,52,82,177.7,ms,symmetric,,,,,-9859.0,keV
85Zn,30,55,85,,,,,,,,-11435.0,keV
84Zn,30,54,84,53.6,ms,symmetric,,,,,-11015.0,keV
81Zn,30,51,81,299.4,ms,symmetric,,,,,-11274.0,keV
80Zn,30,50,80,561.9,ms,symmetric,,,,,-11883.0,keV
86Zn,30,56,86,,,,,,,,-11767.0,keV
72Zn,30,42,72,46.5,h,symmetric,,,,,-7106.5881,keV
71Zn,30,41,71,2.42,m,symmetric,,,,,-6011.0138,keV
74Zn,30,44,74,96,s,symmetric,,,,,-8967.7678,keV
73Zn,30,43,73,24.5,s,symmetric,,,,,-8039.6706,keV
70Zn,30,40,70,STABLE,,,,,,,-5983.3706,keV
79Zn,30,49,79,746,ms,symmetric,,,,,-11617.0,keV
76Zn,30,46,76,5.3,s,symmetric,,,,,-10501.8715,keV
75Zn,30,45,75,10.2,s,symmetric,,,,,-9577.5964,keV
78Zn,30,48,78,1.47,s,symmetric,,,,,-11208.0,keV
77Zn,30,47,77,2.09,s,symmetric,,,,,-11105.9596,keV
61Zn,30,31,61,88.8,s,symmetric,,,,,-2689.8611,keV
60Zn,30,30,60,2.41,m,symmetric,,,,,-2691.7371,keV
63Zn,30,33,63,38.38,m,symmetric,,,,,-3481.5119,keV
62Zn,30,32,62,9.193,h,symmetric,,,,,-3364.133,keV
69Zn,30,39,69,56.4,m,symmetric,,,,,-5717.0257,keV
68Zn,30,38,68,STABLE,,,,,,,-5333.0365,keV
65Zn,30,35,65,243.93,d,symmetric,,,,,-4114.9114,keV
64Zn,30,34,64,STABLE,,,,,,,-3955.6904,keV
67Zn,30,37,67,STABLE,,,,,,,-4792.4005,keV
66Zn,30,36,66,STABLE,,,,,,,-4577.7049,keV
87Zn,30,57,87,,,,,,,,,
85Ga,31,54,85,95.1,ms,symmetric,,,,,-10259.0,keV
84Ga,31,53,84,97.6,ms,symmetric,,,,,-9840.0,keV
87Ga,31,56,87,29,ms,symmetric,,,,,-10904.0,keV
86Ga,31,55,86,49,ms,symmetric,,,,,-10455.0,keV
81Ga,31,50,81,1.217,s,symmetric,,,,,-11190.0495,keV
83Ga,31,52,83,310,ms,symmetric,,,,,-9274.0056,keV
82Ga,31,51,82,600,ms,symmetric,,,,,-10566.1672,keV
88Ga,31,57,88,,,,,,,,-11095.0,keV
74Ga,31,43,74,8.1,m,symmetric,,,,,-7498.1613,keV
73Ga,31,42,73,4.87,h,symmetric,,,,,-6388.0384,keV
76Ga,31,45,76,31,s,symmetric,,,,,-8938.5575,keV
75Ga,31,44,75,126,s,symmetric,,,,,-8174.4206,keV
72Ga,31,41,72,14.025,h,symmetric,,,,,-5446.1568,keV
71Ga,31,40,71,STABLE,,,,,,,-5244.489,keV
78Ga,31,47,78,5.09,s,symmetric,,,,,-10122.7886,keV
77Ga,31,46,77,13.2,s,symmetric,,,,,-9429.8235,keV
80Ga,31,49,80,1.9,s,symmetric,,,,,-10666.963,keV
79Ga,31,48,79,2.848,s,symmetric,,,,,-10503.0519,keV
63Ga,31,32,63,32.1,s,symmetric,,,,,-2613.5612,keV
62Ga,31,31,62,116.123,ms,symmetric,,,,,-2744.0868,keV
65Ga,31,34,65,15.134,m,symmetric,,,,,-3098.3398,keV
64Ga,31,33,64,2.627,m,asymmetric,,,,,-2912.4803,keV
61Ga,31,30,61,166,ms,symmetric,,,,,-2250.564,keV
70Ga,31,39,70,21.14,m,symmetric,,,,,-5076.7769,keV
67Ga,31,36,67,3.2615,d,symmetric,,,,,-3724.2037,keV
66Ga,31,35,66,9.304,h,symmetric,,,,,-3361.1014,keV
69Ga,31,38,69,STABLE,,,,,,,-4489.0583,keV
68Ga,31,37,68,67.843,m,symmetric,,,,,-4086.5521,keV
60Ga,31,29,60,69.4,ms,symmetric,,,,,-3386.0,keV
59Ga,31,28,59,43,ns,limit,,,,,-4550.0,keV
56Ga,31,25,56,,,,,,,,-4385.0,keV
58Ga,31,27,58,,,,,,,,-4725.0,keV
57Ga,31,26,57,,,,,,,,-4695.0,keV
89Ga,31,58,89,,,,,,,,,
77Ge,32,45,77,11.211,h,symmetric,,,,,-8044.3752,keV
78Ge,32,46,78,87,m,symmetric,,,,,-8530.2538,keV
75Ge,32,43,75,82.78,m,symmetric,,,,,-6953.1026,keV
76Ge,32,44,76,1.89e+21,y,asymmetric,,,,,-7492.3194,keV
73Ge,32,41,73,STABLE,,,,,,,-5304.542,keV
74Ge,32,42,74,STABLE,,,,,,,-6282.6188,keV
72Ge,32,40,72,STABLE,,,,,,,-5003.6716,keV
81Ge,32,49,81,6.4,s,symmetric,,,,,-9927.408,keV
79Ge,32,47,79,18.97,s,symmetric,,,,,-9393.1793,keV
80Ge,32,48,80,29.5,s,symmetric,,,,,-9657.2063,keV
66Ge,32,34,66,2.26,h,symmetric,,,,,-2863.8682,keV
67Ge,32,35,67,18.9,m,symmetric,,,,,-2885.2049,keV
64Ge,32,32,64,63.7,s,symmetric,,,,,-2565.9487,keV
65Ge,32,33,65,30.8,s,symmetric,,,,,-2554.2332,keV
62Ge,32,30,62,73.5,ms,symmetric,,,,,-2266.0,keV
63Ge,32,31,63,153.3,ms,symmetric,,,,,-2130.4585,keV
70Ge,32,38,70,STABLE,,,,,,,-4087.7235,keV
71Ge,32,39,71,11.42,d,symmetric,,,,,-4451.1966,keV
68Ge,32,36,68,271.04,d,symmetric,,,,,-3399.6969,keV
69Ge,32,37,69,38.9,h,symmetric,,,,,-3613.5655,keV
61Ge,32,29,61,40.7,ms,symmetric,,,,,-3665.0,keV
59Ge,32,27,59,13.3,ms,symmetric,,,,,-4525.0,keV
60Ge,32,28,60,25,ms,symmetric,,,,,-4565.0,keV
58Ge,32,26,58,,,,,,,,-4303.0,keV
88Ge,32,56,88,61,ms,symmetric,,,,,-10114.0,keV
89Ge,32,57,89,,,,,,,,-10365.0,keV
86Ge,32,54,86,226,ms,symmetric,,,,,-9510.8824,keV
87Ge,32,55,87,103,ms,symmetric,,,,,-9725.0,keV
84Ge,32,52,84,952,ms,symmetric,,,,,-8924.7319,keV
85Ge,32,53,85,514,ms,symmetric,,,,,-9348.6734,keV
82Ge,32,50,82,4.48,s,symmetric,,,,,-10356.7489,keV
83Ge,32,51,83,1.85,s,symmetric,,,,,-9969.0563,keV
90Ge,32,58,90,,,,,,,,-10834.0,keV
91Ge,32,59,91,,,,,,,,,
92Ge,32,60,92,,,,,,,,,
83As,33,50,83,14.1,s,symmetric,,,,,-9545.892,keV
90As,33,57,90,,,,,,,,-9655.0,keV
91As,33,58,91,,,,,,,,-10055.0,keV
88As,33,55,88,200,ms,asymmetric,,,,,-8781.0,keV
89As,33,56,89,,,,,,,,-9211.0,keV
86As,33,53,86,944,ms,symmetric,,,,,-8456.3401,keV
87As,33,54,87,484,ms,symmetric,,,,,-8785.7008,keV
84As,33,51,84,3.16,s,symmetric,,,,,-9054.8095,keV
85As,33,52,85,2.023,s,symmetric,,,,,-7986.1063,keV
92As,33,59,92,,,,,,,,-10414.0,keV
79As,33,46,79,9.01,m,symmetric,,,,,-7600.3576,keV
80As,33,47,80,15.2,s,symmetric,,,,,-8342.869,keV
77As,33,44,77,38.79,h,symmetric,,,,,-6641.9066,keV
78As,33,45,78,90.7,m,symmetric,,,,,-7192.2595,keV
75As,33,42,75,STABLE,,,,,,,-5319.9921,keV
76As,33,43,76,26.24,h,symmetric,,,,,-6128.0157,keV
73As,33,40,73,80.3,d,symmetric,,,,,-4049.8527,keV
74As,33,41,74,17.78,d,symmetric,,,,,-4374.8295,keV
81As,33,48,81,33.3,s,symmetric,,,,,-8965.8774,keV
82As,33,49,82,19.1,s,symmetric,,,,,-8826.2579,keV
68As,33,35,68,151.6,s,symmetric,,,,,-2486.6167,keV
69As,33,36,69,15.2,m,symmetric,,,,,-2879.6108,keV
66As,33,33,66,95.77,ms,symmetric,,,,,-2462.9778,keV
67As,33,34,67,42.5,s,symmetric,,,,,-2465.0484,keV
64As,33,31,64,69.2,ms,symmetric,,,,,-2367.0,keV
65As,33,32,65,130.3,ms,symmetric,,,,,-2227.3099,keV
63As,33,30,63,43,ns,limit,,,,,-2165.0,keV
72As,33,39,72,26,h,symmetric,,,,,-3568.6697,keV
70As,33,37,70,52.6,m,symmetric,,,,,-3035.1605,keV
71As,33,38,71,65.3,h,symmetric,,,,,-3439.0167,keV
61As,33,28,61,,,,,,,,-4215.0,keV
62As,33,29,62,,,,,,,,-3305.0,keV
60As,33,27,60,,,,,,,,-4225.0,keV
93As,33,60,93,,,,,,,,,
94As,33,61,94,,,,,,,,,
95As,33,62,95,,,,,,,,,
95Se,34,61,95,,,,,,,,,
94Se,34,60,94,,,,,,,,-10758.0,keV
84Se,34,50,84,3.3,m,symmetric,,,,,-8837.3322,keV
85Se,34,51,85,32.9,s,symmetric,,,,,-8546.8657,keV
92Se,34,58,92,,,,,,,,-9629.0,keV
93Se,34,59,93,,,,,,,,-10245.0,keV
90Se,34,56,90,195,ms,asymmetric,,,,,-8825.2118,keV
91Se,34,57,91,270,ms,symmetric,,,,,-9415.0,keV
88Se,34,54,88,1.51,s,symmetric,,,,,-8160.6839,keV
89Se,34,55,89,0.41,s,symmetric,,,,,-8293.8875,keV
86Se,34,52,86,14.3,s,symmetric,,,,,-7513.016,keV
87Se,34,53,87,5.51,s,symmetric,,,,,-7874.6064,keV
74Se,34,40,74,STABLE,,,,,,,-4076.0901,keV
81Se,34,47,81,18.5,m,symmetric,,,,,-7601.0649,keV
82Se,34,48,82,87667624445799090000,y,asymmetric,,,,,-8156.7527,keV
79Se,34,45,79,327333,y,symmetric,,,,,-6485.4088,keV
80Se,34,46,80,STABLE,,,,,,,-6971.505,keV
77Se,34,43,77,STABLE,,,,,,,-5726.8804,keV
78Se,34,44,78,STABLE,,,,,,,-6028.4165,keV
75Se,34,41,75,119.779,d,symmetric,,,,,-4687.7481,keV
76Se,34,42,76,STABLE,,,,,,,-5090.965,keV
83Se,34,49,83,22.25,m,symmetric,,,,,-8238.2794,keV
70Se,34,36,70,41.1,m,symmetric,,,,,-2747.7748,keV
71Se,34,37,71,4.78,m,symmetric,,,,,-2897.7126,keV
68Se,34,34,68,35.5,s,symmetric,,,,,-2298.8618,keV
69Se,34,35,69,27.4,s,symmetric,,,,,-2381.4068,keV
66Se,34,32,66,51,ms,symmetric,,,,,-1945.0,keV
67Se,34,33,67,133,ms,symmetric,,,,,-2083.989,keV
64Se,34,30,64,22.6,ms,symmetric,,,,,-1754.0,keV
65Se,34,31,65,34.2,ms,symmetric,,,,,-1655.0,keV
72Se,34,38,72,8.4,d,symmetric,,,,,-3314.3058,keV
73Se,34,39,73,7.18,h,symmetric,,,,,-3551.6379,keV
63Se,34,29,63,13.2,ms,symmetric,,,,,-2905.0,keV
96Se,34,62,96,,,,,,,,,
97Se,34,63,97,,,,,,,,,
98Br,35,63,98,,,,,,,,,
97Br,35,62,97,,,,,,,,,
96Br,35,61,96,,,,,,,,-10255.0,keV
95Br,35,60,95,,,,,,,,-9775.0,keV
